 62.1608 -4.67082e+06 12.4322 0.000165909 -5053.6 3.79732e+08 -1010.72 -0.0134882 -39037.8 6.54596e+06 -7807.54 -15.841 -6.30984e+30 0
 1305.38 -4.67082e+06 12.4322 0.00348408 -106126 3.79732e+08 -1010.72 -0.283252 -819369 6.52855e+06 -7795.42 -332.117 -6.30984e+30 100
 2548.59 -4.67081e+06 12.4322 0.00680225 -207198 3.79732e+08 -1010.72 -0.553016 -1.59739e+06 6.47964e+06 -7761.5 -645.451 -6.30984e+30 200
 3791.81 -4.67081e+06 12.4321 0.0101204 -308270 3.79732e+08 -1010.72 -0.82278 -2.37097e+06 6.39965e+06 -7706.49 -953.149 -6.30984e+30 300
 5035.02 -4.67081e+06 12.4321 0.0134386 -409342 3.79732e+08 -1010.72 -1.09254 -3.13803e+06 6.28928e+06 -7631.49 -1252.72 -6.30984e+30 400
 6278.24 -4.67081e+06 12.4321 0.0167568 -510414 3.79732e+08 -1010.72 -1.36231 -3.89665e+06 6.14945e+06 -7537.98 -1541.94 -6.30984e+30 500
 7521.45 -4.67081e+06 12.4321 0.0200749 -611486 3.79732e+08 -1010.72 -1.63207 -4.64506e+06 5.9813e+06 -7427.66 -1818.95 -6.30984e+30 600
 8764.66 -4.67081e+06 12.4321 0.0233931 -712557 3.79732e+08 -1010.72 -1.90183 -5.38168e+06 5.78612e+06 -7302.47 -2082.22 -6.30984e+30 700
 10007.9 -4.6708e+06 12.4321 0.0267113 -813629 3.79731e+08 -1010.72 -2.1716 -6.10512e+06 5.56535e+06 -7164.42 -2330.63 -6.30984e+30 800
 11251.1 -4.6708e+06 12.4321 0.0300294 -914701 3.79731e+08 -1010.72 -2.44136 -6.81421e+06 5.32051e+06 -7015.56 -2563.41 -6.30984e+30 900
 12494.3 -4.6708e+06 12.4321 0.0333476 -1.01577e+06 3.79731e+08 -1010.72 -2.71112 -7.50794e+06 5.0532e+06 -6857.93 -2780.15 -6.30984e+30 1000
 13737.5 -4.67079e+06 12.4321 0.0366658 -1.11684e+06 3.79731e+08 -1010.72 -2.98089 -8.18556e+06 4.76502e+06 -6693.43 -2980.74 -6.30984e+30 1100
 14980.7 -4.67079e+06 12.4321 0.0399839 -1.21792e+06 3.7973e+08 -1010.72 -3.25065 -8.84646e+06 4.45759e+06 -6523.86 -3165.34 -6.30984e+30 1200
 16223.9 -4.67079e+06 12.4321 0.0433021 -1.31899e+06 3.7973e+08 -1010.71 -3.52041 -9.49022e+06 4.13247e+06 -6350.85 -3334.32 -6.30984e+30 1300
 17467.1 -4.67078e+06 12.4321 0.0466202 -1.42006e+06 3.7973e+08 -1010.71 -3.79017 -1.01166e+07 3.79122e+06 -6175.86 -3488.22 -6.30984e+30 1400
 18710.3 -4.67078e+06 12.4321 0.0499384 -1.52113e+06 3.79729e+08 -1010.71 -4.05993 -1.07254e+07 3.43531e+06 -6000.16 -3627.71 -6.30984e+30 1500
 19953.5 -4.67077e+06 12.432 0.0532565 -1.6222e+06 3.79729e+08 -1010.71 -4.3297 -1.13166e+07 3.06614e+06 -5824.86 -3753.55 -6.30984e+30 1600
 21196.7 -4.67077e+06 12.432 0.0565747 -1.72327e+06 3.79728e+08 -1010.71 -4.59946 -1.18904e+07 2.68503e+06 -5650.88 -3866.55 -6.30984e+30 1700
 22439.9 -4.67076e+06 12.432 0.0598928 -1.82434e+06 3.79728e+08 -1010.71 -4.86922 -1.24469e+07 2.29323e+06 -5479 -3967.55 -6.30984e+30 1800
 23683.1 -4.67076e+06 12.432 0.0632109 -1.92541e+06 3.79727e+08 -1010.71 -5.13898 -1.29863e+07 1.89189e+06 -5309.84 -4057.4 -6.30984e+30 1900
 24926.3 -4.67075e+06 12.432 0.0665291 -2.02648e+06 3.79727e+08 -1010.71 -5.40874 -1.35089e+07 1.48209e+06 -5143.9 -4136.93 -6.30984e+30 2000
 26169.5 -4.67074e+06 12.432 0.0698472 -2.12756e+06 3.79726e+08 -1010.7 -5.6785 -1.40152e+07 1.06482e+06 -4981.59 -4206.94 -6.30984e+30 2100
 27412.7 -4.67073e+06 12.4319 0.0731653 -2.22863e+06 3.79726e+08 -1010.7 -5.94826 -1.45054e+07 640992 -4823.18 -4268.22 -6.30984e+30 2200
 28655.9 -4.67073e+06 12.4319 0.0764834 -2.3297e+06 3.79725e+08 -1010.7 -6.21802 -1.49799e+07 211443 -4668.89 -4321.48 -6.30984e+30 2300
 29899.1 -4.67072e+06 12.4319 0.0798015 -2.43077e+06 3.79724e+08 -1010.7 -6.48778 -1.54393e+07 -223061 -4518.85 -4367.44 -6.30984e+30 2400
 31142.3 -4.67071e+06 12.4319 0.0831196 -2.53184e+06 3.79724e+08 -1010.7 -6.75753 -1.58839e+07 -661822 -4373.16 -4406.72 -6.30984e+30 2500
 32385.5 -4.6707e+06 12.4319 0.0864377 -2.63291e+06 3.79723e+08 -1010.7 -7.02729 -1.63141e+07 -1.1042e+06 -4231.85 -4439.92 -6.30984e+30 2600
