3.90799e-14	0.000985395
0.041631	0.176643
0.364602	0.0913306
0.0922976	0.487217
0.52675	0.454433
0.233178	0.831292
0.931731	0.56806
0.556094	0.0508319
0.767051	0.0189148
0.25236	0.298197
0.875981	0.531557
0.920261	0.515431
0.810429	0.18842
0.886314	0.570614
0.0767746	0.815274
0.984891	0.118352
0.893906	0.784484
0.100916	0.253311
0.0198417	0.378377
0.678877	0.680923
0.752707	0.00622945
0.624407	0.126462
0.61755	0.770928
0.186536	0.496722
0.5095	0.315939
0.701703	0.367247
0.876312	0.370995
0.525252	0.427835
0.542743	0.667979
0.171142	0.830779
0.861905	0.769221
0.0525795	0.96673
0.334284	0.0820965
0.270315	0.0742624
0.676226	0.810159
0.464211	0.569185
0.512203	0.58651
0.738759	0.871689
0.577967	0.964704
0.333529	0.392828
0.176928	0.111869
0.852681	0.811172
0.954887	0.904283
0.138915	0.686187
0.126987	0.0040902
0.000502785	0.192952
0.58678	0.374959
0.0267859	0.464765
0.785343	0.442235
0.287904	0.853353
0.525972	0.728417
0.266314	0.783484
0.468044	0.196997
0.447177	0.72844
0.966093	0.756841
0.466057	0.868966
0.134039	0.846053
0.0180877	0.940855
0.670082	0.799972
0.143217	0.61046
0.908283	0.774415
0.366065	0.944288
0.884822	0.445171
0.163028	0.424817
0.479854	0.0311283
0.60843	0.792261
0.182497	0.525121
0.898759	0.30879
0.942626	0.388025
0.930512	0.911384
0.337718	0.532812
0.702077	0.971011
0.768085	0.751941
0.0908641	0.853967
0.174644	0.0197704
0.419054	0.29637
0.378232	0.418716
0.138448	0.380847
0.29978	0.0210121
0.238803	0.0371094
0.221059	0.525435
0.494525	0.882522
0.77383	0.0590025
0.119801	0.547801
0.341916	0.456812
0.588122	0.58515
0.069927	0.818931
0.403161	0.585483
0.191161	0.892277
0.176332	0.207704
0.115748	0.158915
0.992644	0.681571
0.811796	0.642215
0.329342	0.737553
0.823483	0.721261
0.657982	0.358774
0.610365	0.415004
0.814954	0.773965
0.274311	0.044742
0.601041	0.514091
0.630215	0.180893
0.278501	0.452489
0.642986	0.742832
0.413655	0.618052
0.618289	0.854436
0.181457	0.307928
0.0233282	0.00918198
0.951453	0.990755
0.20494	0.604093
0.935652	0.559567
0.546866	0.439128
0.449752	0.306805
0.200814	0.2158
0.0498956	0.209561
0.574563	0.91482
0.41561	0.654159
0.355701	0.586702
0.391946	0.0338502
0.285516	0.091604
0.444385	0.925937
0.921284	0.605927
0.861146	0.0147172
0.686701	0.844568
0.129647	0.059656
0.0130721	0.391159
0.865676	0.0150574
0.924289	0.886719
0.662069	0.654911
0.0763399	0.0929771
0.00325213	0.52667
0.789756	0.654019
0.545893	0.798389
0.726753	0.253315
0.255246	0.138354
0.482949	0.467587
0.100876	0.504214
0.858395	0.0100477
0.82157	0.964318
0.0194594	0.929619
0.0630804	0.0379622
0.190257	0.276666
0.447314	0.649382
0.151123	0.487155
0.649658	0.53428
0.356802	0.394116
0.721992	0.724702
0.306141	0.106581
0.91078	0.740914
0.239058	0.651344
0.368411	0.0261815
0.849258	0.0418161
0.0561211	0.426039
0.479733	0.501694
0.980527	0.607505
0.912656	0.750416
0.713813	0.971132
0.0292117	0.264289
0.0183105	0.0806761
0.154636	0.114352
0.756538	0.938249
0.128804	0.592612
0.122524	0.599178
0.0658728	0.256026
0.412451	0.948387
0.353495	0.0169964
0.973425	0.762359
0.861975	0.40513
0.867867	0.0367614
0.208479	0.423333
0.984823	0.564353
0.576262	0.468223
0.46416	0.761121
0.302084	0.417257
0.098524	0.136846
0.698138	0.180448
0.893077	0.730879
0.302287	0.141218
0.8241	0.442203
0.590112	0.977622
0.502689	0.897659
0.724808	0.261282
0.455035	0.261958
0.960489	0.0169306
0.940439	0.901961
0.0978709	0.521122
0.0847016	0.795402
0.86891	0.0957817
0.880272	0.00600615
0.202012	0.472639
0.644231	0.933968
0.0984262	0.570898
0.507583	0.659436
0.892915	0.735755
0.68925	0.809339
0.240409	0.763515
0.768728	0.54236
0.481051	0.41438
0.0735676	0.526698
0.507623	0.751598
0.131093	0.00937614
0.763973	0.101193
0.965288	0.0892442
0.11592	0.896274
0.745245	0.21853
0.58546	0.240793
0.88446	0.396093
0.0565028	0.927216
0.45242	0.870782
0.230231	0.488962
0.571254	0.852889
0.218364	0.920511
0.0386261	0.40839
0.0538191	0.105162
0.529782	0.572954
0.114494	0.0425676
0.500902	0.724749
0.494231	0.346086
0.0350746	0.366505
0.915601	0.504929
0.861768	0.923538
0.0153471	0.289962
0.239358	0.716462
0.101573	0.777378
0.244662	0.431663
0.591599	0.514516
0.768635	0.721587
0.803579	0.740518
0.50618	0.818314
0.0592642	0.57587
0.861748	0.551174
0.828654	0.124058
0.710174	0.00157201
0.0317971	0.291344
0.671436	0.300237
0.433837	0.273296
0.124291	0.134329
0.104943	0.416033
0.820584	0.260122
0.14833	0.0138782
0.221272	0.352915
0.76193	0.421203
0.686691	0.526691
0.329879	0.143644
0.375358	0.744665
0.729884	0.731954
0.17376	0.556697
0.685514	0.870456
0.558393	0.344739
0.535651	0.962264
