271.885	-192.627
463.309	-249.935
-2.77447	-50.9648
116.96	-239.012
-252.813	-181.841
-153.904	429.462
144.785	-558.195
479.436	254.214
-114.652	101.358
555.376	167.561
-13.0392	-126.288
61.8821	228.369
206.299	243.363
-158.128	76.1443
78.9659	-184.671
-270.605	378.673
181.081	296.379
-89.514	-1.834
223.285	-137.929
-74.1601	-4.22101
-114.427	61.7315
94.8021	58.1791
123.889	273.79
383.645	-252.356
0.525883	49.2856
77.4044	60.3763
-524.262	-225.54
-376.525	-192.81
24.7543	-388.419
-216.072	-69.5338
120.413	-224.503
-5.97876	-326.458
-30.2658	-500.704
184.952	-229.919
-137.352	-214.158
-73.1564	-262.41
55.7181	289.303
61.8521	-119.223
376.192	161.413
225.097	-379.423
279.767	272.813
190.23	-278.09
-65.3562	114.784
150.208	-50.456
65.7766	37.8532
7.05863	72.0988
-129.506	180.137
244.138	388.588
157.512	469.97
-164.502	2.59442
-723.051	21.4016
-53.4886	-429.96
212.475	-86.0211
-110.192	242.17
-93.3351	-89.4574
-277.181	134.636
-175.243	238.212
-350.887	245.183
167.664	-610.773
246.663	-19.1012
-162.111	-84.5129
-29.5399	347.933
-119.73	-147.288
-108.544	285.63
295.397	-65.0126
71.2424	43.7203
-104.982	98.3477
-63.3619	-305.89
225.016	63.2466
-65.7149	343.104
273.589	133.701
-60.5745	222.578
169.692	262.21
-92.4417	16.4909
232.091	-244.357
125.974	80.7229
87.6641	-11.4545
-43.7447	290.961
-241.85	-122.837
291.678	-130.519
163.662	164.712
299.691	91.3586
137.254	54.5624
118.218	222.324
19.3373	-269.859
120.288	169.532
520.511	-491.433
-174	205.636
-316.715	106.672
155.119	60.1099
-15.8115	166.669
47.9067	57.1176
-265.922	0.162667
153.442	118.422
24.6836	94.6544
77.9909	32.8188
-33.294	-31.5232
24.7001	-151.203
-401.469	-485.041
-18.4894	-335.426
