-0.0161578 -0.579604
0.723278 0.460556
0.395615 0.37014
0.00868596 -0.853869
-0.53574 -0.100651
0.397964 0.335946
-0.982754 0.0312661
-0.979196 -0.101415
0.258398 -0.207419
0.337504 -0.757301
-0.55955 -0.15367
0.982548 0.0819126
-0.232883 -0.935545
-0.103533 -0.73959
-0.50566 -0.164404
-0.668667 -0.072148
0.620296 0.423233
-0.497508 -0.103793
0.541153 0.533274
0.0210599 0.462218
-0.225414 -0.577685
-0.587418 -0.378333
0.106843 0.813904
0.304159 -0.567592
-0.195431 -0.745887
-0.537872 0.419161
-0.358769 0.550728
-0.176359 -0.479524
0.0724645 -0.697276
0.959241 -0.103478
0.393651 -0.495021
-0.488923 -0.427984
-0.341845 0.743073
0.72582 -0.174459
-0.557744 0.211639
-0.623583 0.557021
-0.735458 0.203106
-0.255204 0.410108
-0.0855529 -0.886581
-0.935941 -0.350434
0.242453 0.211001
0.205248 -0.107233
0.287211 -0.193587
0.0374389 0.91355
-0.111581 -0.490273
-0.915486 -0.0336506
0.804129 0.424506
-0.0826451 -0.800611
0.164023 -0.838446
0.425535 0.386522
-0.813472 0.544316
0.155388 -0.847915
0.0276538 -0.207187
-0.619958 -0.0873797
-0.607196 -0.136797
0.650757 -0.698656
-0.570618 -0.773707
-0.791416 -0.074259
0.242473 0.942552
-0.216728 0.31228
-0.584398 -0.238127
-0.250112 0.856343
-0.35999 -0.234654
-0.246327 0.0375018
0.102875 0.892308
0.729862 0.366814
0.211858 0.658327
0.52297 -0.420795
0.329214 -0.686121
-0.8675 -0.144194
0.708982 0.252563
-0.427916 -0.165847
0.359432 0.707809
-0.288156 0.799497
0.369349 0.808435
-0.0142023 -0.990748
-0.286829 0.782862
0.899668 -0.291022
0.60845 0.28441
0.0727933 0.563872
-0.644918 0.173875
-0.452322 -0.598927
0.591235 -0.10025
0.591479 0.391906
0.0440673 0.512338
0.517204 -0.240262
-0.706047 0.318057
-0.242425 0.876692
0.0951321 -0.436511
-0.193216 0.0978616
0.404379 0.435468
0.453041 0.546963
-0.698142 -0.166573
-0.858967 -0.342752
0.0625461 -0.890082
0.341297 0.876127
-0.647534 -0.62159
-0.548585 0.330304
-0.639279 -0.159634
-0.866513 -0.0318478
0.347479 0.381146
-0.801986 0.574836
-0.375408 0.341887
0.0710639 -0.100772
0.329396 -0.0721893
0.181718 -0.425966
0.489118 0.447071
-0.229154 -0.346869
-0.43086 -0.82878
-0.0400889 -0.901222
0.0270658 -0.259523
0.347309 0.794699
0.517215 -0.54233
-0.670765 -0.266088
-0.00637788 -0.21798
-0.0535096 0.630817
-0.21344 0.581122
-0.923719 -0.227668
-0.913662 0.281755
-0.581283 0.67482
0.61116 -0.0308081
-0.484017 -0.229104
-0.0419064 0.942901
-0.800554 0.545103
-0.12221 -0.767467
-0.206365 -0.970088
0.0165181 -0.972789
0.620065 0.436436
-0.385707 -0.871332
-0.0315837 -0.246701
-0.309684 0.0171874
0.758058 -0.109272
-0.0838485 0.200325
-0.116949 -0.510668
0.3847 0.21664
-0.598324 0.526167
-0.675882 0.428643
-0.645424 -0.101658
0.680716 0.216216
0.307036 0.925696
0.610675 0.603343
-0.604601 -0.327629
-0.0300075 0.0221816
0.772708 0.488993
-0.226291 -0.881364
-0.523503 0.339842
0.879864 -0.168035
0.351721 0.474613
-0.778859 -0.543105
-0.246583 -0.617873
0.321186 -0.0621364
-0.122766 0.383076
-0.507795 -0.2031
0.61826 -0.524139
-0.530376 -0.773389
0.392851 0.814246
-0.601778 0.18048
-0.905517 -0.28884
0.955773 -0.199756
-0.219517 0.0249468
-0.236238 -0.194878
-0.810708 -0.572622
-0.174015 0.677365
0.623218 0.0393374
0.839659 0.0204488
0.318429 -0.650515
0.163047 -0.641503
-0.54434 -0.440614
0.10337 -0.163202
-0.838316 -0.0107721
0.82056 -0.463394
-0.402624 0.590266
0.182347 -0.0238609
0.537666 0.502191
0.141566 -0.648306
0.701742 -0.29887
0.777557 0.590188
-0.917047 -0.224466
0.984211 -0.0765857
-0.717897 -0.543058
0.628323 0.157527
-0.713044 -0.469449
0.377734 -0.749298
-0.781439 -0.294143
0.11099 -0.206907
0.247896 -0.857782
-0.171747 0.165683
-0.606549 0.415551
-0.013538 -0.562273
-0.914435 0.0180843
-0.538467 -0.227018
0.0433685 0.0724346
-0.107756 0.98721
0.601143 -0.779001
-0.159825 -0.794125
0.956217 -0.237418
0.965322 -0.0058496
-0.403347 -0.761531
-0.110376 0.692944
0.927233 0.246933
0.95223 -0.138021
-0.206399 -0.773562
-0.544653 0.820371
0.570909 -0.805503
0.866448 0.0309783
0.563402 0.441732
0.563343 -0.37335
-0.353582 -0.186544
0.29601 -0.30447
0.558376 -0.619995
-0.0659945 0.307229
-0.310581 0.346966
-0.472105 -0.0858129
-0.776846 0.562346
0.521099 -0.269405
-0.687714 -0.0229447
-0.440315 -0.66473
-0.217569 0.872487
0.527496 0.657504
-0.475932 -0.786906
0.100198 -0.301568
-0.389127 -0.430961
0.00272989 -0.358288
0.797865 -0.17009
-0.630965 -0.72452
0.292897 0.905949
0.901831 -0.384317
-0.439831 0.572878
0.0665791 -0.508657
-0.523703 0.637522
-0.440354 -0.170527
-0.381757 0.327902
0.0823053 0.90344
0.270311 -0.188639
0.892174 -0.0999584
